Spine Id;Dendrite Segment;Distance to dendrite;Spine Position X;Spine Position Y;Spine Position Z;Spine Volume;Spine Area;Spine Length;Spine Mean Diameter;Spine Max Diameter;Spine Min Diameter;Spine Neck Length;Spine Neck Mean Diameter;Spine Neck Max Diameter;Spine Neck Min Diameter;Spine Neck Volume;Spine Orientation Angle;Spine Straightness;Spine Branchings
Apical-723003546;13337;0,668268;452,23;699,72;28,21;0,72;3,62;1,38;1,03;1,74;0,68;0,37;0,93;0,96;0,89;0,56;-50,47;0,96;0
Apical-723003547;13338;0,382418;452,05;699,82;28,5;0,14;1,19;0,71;0,95;1,74;0,48;0;0,63;0,63;0,63;0,09;-148,41;0,99;0
Apical-723003548;13333;0,230607;452,64;701,07;28,34;0,05;0,63;0,52;0,76;1,16;0,4;0;0;0;0;0,02;-6,49;0,97;0
Apical-723003549;13325;0,359528;452,6;703,11;28,65;0,26;1,84;0,97;0,91;1,44;0,48;0;0,7;0,7;0,7;0,21;13,72;0,99;0
Apical-723003550;13322;0,892194;451,91;704,08;27,94;0,54;3,94;2,21;0,59;1,12;0,4;1,25;0,49;0,65;0,4;0,37;152,02;0,97;0
Apical-723003551;13321;0,640274;453,24;703,85;27,38;0,2;1,92;1,38;0,59;1,15;0,42;0,62;0,43;0,46;0,42;0,14;-12,21;0,97;0
Apical-723003552;13315;0,424227;452,89;705,39;27,45;0,1;0,99;0,72;0,78;1,79;0,42;0;0,42;0,42;0,42;0,04;144,77;0,97;0
Apical-723003553;13312;0,274587;453,5;705,97;27,77;0,36;2,31;1,16;1,08;1,92;0,4;0;0,92;0,92;0,92;0,33;172,47;0,99;0
Apical-723003554;13309;0,847893;454,6;706,29;27,02;0,47;3,45;1,83;0,68;1,49;0,4;0,58;0,44;0,51;0,4;0,16;-12,3;0,89;0
Apical-723003555;13303;0,630892;454,74;707,9;26,62;0,39;2,89;1,59;0,72;1,79;0,4;0,52;0,47;0,58;0,4;0,23;19,23;0,92;0
Apical-723003556;13305;0,71485;454,07;707,95;27,39;0,21;1,92;1,34;0,7;1,79;0,4;0,64;0,47;0,48;0,46;0,18;76,6;0,99;0
Apical-723003557;13305;0,405056;453,99;707,87;27,04;0,22;1,68;0,87;0,86;1,79;0,48;0;0;0;0;0,05;104,12;0,99;0
Apical-723003558;13303;0,937976;453,21;708,04;26,4;0,34;2,77;1,67;0,66;1,88;0,4;0,74;0,43;0,51;0,4;0,18;169,65;0,99;0
Apical-723003559;13302;0,597766;454,04;708,57;26,58;0,29;2,57;1,67;0,65;1,51;0,4;0,59;0,4;0,4;0,4;0,12;116,87;0,74;0
Apical-723003560;13285;1,03918;455,57;710,93;23,12;0,65;4,57;2,29;0,78;1,84;0,42;1,07;0,46;0,48;0,42;0,19;-126,1;0,99;0
Apical-723003561;13285;0,669086;455,65;711,21;23,38;0,19;1,87;1,43;0,76;1,84;0,4;0,75;0,42;0,47;0,4;0,15;-164,45;0,98;0
Apical-723003562;13286;0,396308;456,21;711,4;24,27;0,06;0,73;0,58;0,75;1,84;0,4;0;0,4;0,4;0,4;0,03;22,15;0,99;0
Apical-723003563;13287;0,58676;455,69;711,64;24,58;0,5;2,87;1,2;1,04;1,84;0,68;0;0,82;0,82;0,82;0,34;109,86;1;0
Apical-723003564;13278;1,14977;457,86;712,57;23,06;0,58;4,81;3,11;0,58;1,37;0,4;1,97;0,46;0,58;0,4;0,41;-29,99;0,77;0
Apical-723003565;13277;0,828396;457,62;712,86;22,9;0,32;3,07;2,26;0,57;1,37;0,4;1,35;0,43;0,48;0,4;0,27;-13,66;0,76;0
Apical-723003566;13274;0,87258;457,82;713,4;22,33;0,36;2,96;1,84;0,65;1,8;0,4;1,31;0,5;0,72;0,4;0,3;-33,5;0,99;0
Apical-723003567;13271;0,418815;457,28;713,95;21,61;0,22;1,76;1,1;0,98;1,8;0,48;0;0,6;0,6;0,6;0,17;10,27;0,94;0
Apical-723003568;13273;0,674083;457,65;713,66;22,1;0,84;4,41;1,77;1,05;1,8;0,68;0,68;0,85;0,93;0,77;0,67;-29,65;0,95;0
Apical-723003569;13272;1,01286;457,92;713,66;21,68;0,43;3,62;2,27;0,66;1,71;0,4;1,52;0,46;0,53;0,4;0,26;-17,73;0,83;0
Apical-723003570;13267;1,23731;455,83;715,37;21,32;0,43;3,76;2,5;0,55;1,21;0,4;1,6;0,44;0,6;0,4;0,37;-176,11;0,96;0
Apical-723003571;13266;0,943707;456,74;715,7;22,19;0,52;3,86;2,16;0,66;1,21;0,44;1,21;0,51;0,63;0,44;0,36;130,73;0,94;0
Apical-723003572;13256;0,843547;459,03;716,61;20,51;0,54;4,03;2,09;0,56;0,96;0,4;0,83;0,41;0,42;0,4;0,07;-43,62;0,98;0
Apical-723003573;13248;0,48446;458,72;719,31;20,38;0,22;1,78;1,1;0,84;1,62;0,48;0,36;0,54;0,6;0,48;0,16;177,06;0,98;0
Apical-723003574;13242;0,799;459,42;720,01;18,54;0,34;2,96;1,9;0,57;1,16;0,4;0,91;0,41;0,42;0,4;0,17;-14,81;0,98;0
Apical-723003575;13243;0,724859;459,5;719,76;18,84;0,21;2,05;1,54;0,58;1,16;0,4;0,77;0,42;0,46;0,4;0,15;-27,72;0,96;0
Apical-723003576;13238;0,788809;458,42;721,57;19,34;0,38;3,2;2,07;0,56;0,96;0,44;1,28;0,49;0,58;0,44;0,32;168,27;0,9;0
Apical-723003577;13232;1,44717;460,57;722,6;18,14;0,7;5,29;3,13;0,6;1,33;0,4;2,21;0,47;0,84;0,4;0,53;-23,29;0,97;0
Apical-723003578;13230;0,631847;458,69;723,37;18,61;0,23;2,08;1,42;0,62;1,33;0,4;0,85;0,46;0,56;0,4;0,17;169,76;0,93;0
Apical-723003579;13228;0,347934;459,29;723,67;17,76;0,09;0,85;0,62;0,86;1,64;0,4;0;0,51;0,51;0,51;0,05;7,08;0,97;0
Apical-723003580;13224;0,321053;459,21;724,64;18,09;0,2;1,97;1,6;0,76;1,52;0,4;0;0,44;0,44;0,44;0,17;108,57;0,93;0
Apical-723003581;13218;0,771529;458,81;726,12;17,47;0,21;2,02;1,54;0,56;1,37;0,4;0,98;0,43;0,46;0,4;0,17;151,15;0,95;0
Apical-723003582;13220;0,718806;458,87;725,29;17;0,25;2,31;1,62;0,61;1,37;0,4;0,83;0,46;0,56;0,4;0,2;-169,37;0,84;0
Apical-723003583;13219;0,811825;459,01;725,35;16,75;0,32;2,76;1,83;0,61;1,23;0,42;1,04;0,48;0,58;0,42;0,26;-150,16;0,92;0
Apical-723003584;13209;0,162597;459,9;727,72;15,91;0,11;0,95;0,59;0,66;0,9;0,48;0;0,59;0,59;0,59;0,05;-171,51;0,98;0
Apical-723003585;13206;0,865502;459,65;728,57;15,08;0,36;2,99;1,91;0,57;0,96;0,4;1,16;0,51;0,63;0,4;0,3;176,32;0,96;0
Apical-723003586;13205;0,147511;460,3;728,66;15,42;0,07;0,71;0,47;0,68;0,96;0,48;0;0;0;0;0,01;169,2;1;0
Apical-723003587;13203;0,926398;461,12;728,64;14,74;0,33;2,96;2,04;0,56;1,08;0,4;1,31;0,44;0,51;0,4;0,27;-62,42;0,98;0
Apical-723003588;13200;0,893632;461,2;730,16;15,56;0,38;3,23;1,98;0,65;1,32;0,4;0,92;0,45;0,58;0,4;0,22;52,01;0,98;0
Apical-723003589;13198;1,22699;461,73;730,57;15,3;0,57;4,72;2,99;0,58;1,36;0,4;2,01;0,44;0,58;0,4;0,41;20,99;0,86;0
Apical-723003590;13197;0,626559;461,48;730,27;14,29;0,27;2,31;1,43;0,64;1,36;0,4;0,52;0,41;0,42;0,4;0,1;5,03;0,97;0
Apical-723003591;13198;0,749756;461,2;729,61;14,18;0,2;2,03;1,52;0,59;1,36;0,4;0,86;0,41;0,42;0,4;0,14;-59,99;0,97;0
Apical-723003592;13197;0,515117;460,35;730,3;14,3;0,16;1,52;1,05;0,61;1,36;0,42;0,52;0,45;0,48;0,42;0,1;174,16;0,98;0
Apical-723003593;13195;1,0121;460,42;730,33;13,16;0,52;4,06;2,25;0,59;1,01;0,4;1,29;0,46;0,61;0,4;0,21;-136,93;0,97;0
Apical-723003594;13190;1,16583;462,11;731,83;13,06;0,38;3,37;2,32;0,56;1,31;0,4;1,53;0,47;0,58;0,4;0,32;-9,03;0,96;0
Apical-723003595;13186;0,93689;461,58;733,28;12,85;0,59;4,21;2,18;0,62;1,4;0,4;0,75;0,41;0,42;0,4;0,13;25,53;0,95;0
Apical-723003596;13182;1,29855;460,29;732,68;10,95;0,62;4,56;2,55;0,67;1,49;0,4;1,66;0,5;0,68;0,4;0,45;-105,45;0,97;0
Apical-723003597;13180;0,810344;460,22;733,54;11,06;0,24;2,21;1,54;0,68;1,49;0,4;0,96;0,46;0,58;0,4;0,18;-163,65;0,97;0
Apical-723003598;13174;1,04103;461,66;735,55;11,43;0,65;5,1;3,44;0,62;1,31;0,4;2,02;0,45;0,63;0,4;0,49;4,17;0,75;0
Apical-723003599;13171;1,1733;461,94;736,3;11,11;0,53;4,7;3,19;0,52;1,11;0,4;2,22;0,42;0,48;0,4;0,36;-16;0,8;0
Apical-723003600;13803;0,999454;460,13;737,77;9,5;0,52;4,48;3;0,54;1,18;0,4;2,33;0,47;0,62;0,4;0,46;177,03;0,76;0
Apical-723003601;13802;0,193477;461,17;737,9;9,34;0,14;1,16;0,73;0,74;1,18;0,4;0;0,64;0,64;0,64;0,1;146,57;0,99;0
Apical-723003602;13163;1,08879;461,59;736,81;8,89;0,37;3,2;2,12;0,6;1,54;0,4;1,51;0,48;0,58;0,4;0,31;-83,71;0,98;0
Apical-723003603;13162;1,02084;461,81;737,17;8,37;0,26;2,51;1,81;0,61;1,59;0,4;1,07;0,43;0,46;0,4;0,21;-77,93;0,99;0
Apical-723003604;14055;0,973679;438,15;706,48;76,99;0,47;3,87;2,37;0,63;1,49;0,4;1,35;0,41;0,42;0,4;0,16;158,35;0,9;0
Apical-723003605;14050;0,291923;439,66;707,19;76,39;0,23;2,01;1,42;1,05;1,87;0,48;0;0;0;0;0,17;78,78;0,96;0
Apical-723003606;14042;1,14265;440,01;706,8;73,53;0,5;3,94;2,38;0,65;1,67;0,4;1,25;0,48;0,58;0,4;0,33;-94,89;0,86;0
Apical-723003607;14040;0,922315;440,26;707,3;72,95;0,62;4,32;2,26;0,66;1,71;0,4;1,12;0,41;0,47;0,4;0,15;-108,23;0,88;0
Apical-723003608;14032;0,328449;440,59;709,42;71,41;0,12;1,13;0,95;0,63;1,52;0,4;0,26;0,44;0,46;0,42;0,06;-177,09;0,88;0
Apical-723003609;14026;0,819288;440,2;710,11;69,58;0,28;2,46;1,67;0,62;1,44;0,4;1,05;0,47;0,58;0,4;0,22;-161,1;0,98;0
Apical-723003610;14023;0,820156;440,39;710,73;68,91;0,27;2,57;1,86;0,58;1,33;0,4;1,25;0,43;0,46;0,4;0,21;-175,39;0,97;0
Apical-723003611;14019;1,19238;440,02;712,08;68,7;0,43;3,57;2,28;0,67;1,9;0,4;1,54;0,51;0,63;0,4;0,38;158,07;0,97;0
Apical-723003612;14020;0,761512;440,43;711,96;68,87;0,31;2,5;1,46;0,74;1,9;0,4;0,51;0,44;0,51;0,4;0,15;156,75;0,98;0
Apical-723003613;14020;0,424591;441,54;711,6;69,02;0,07;0,75;0,51;0,75;1,9;0,42;0;0,46;0,46;0,46;0,02;-6,59;0,99;0
Apical-723003614;14006;0,180874;442,35;714,08;66,22;0,04;0,5;0,4;0,77;1,26;0,4;0;0;0;0;0,01;-45,55;1;0
Apical-723003615;14002;0,722032;441,68;715,13;65,28;0,67;4,13;1,66;0,75;1,57;0,44;0,26;0,45;0,46;0,44;0,01;160,21;0,99;0
Apical-723003616;13997;0,35407;443,07;715,55;63,96;0,1;1,05;0,78;0,68;1,37;0,42;0;0,42;0,42;0,42;0,05;-44,11;0,94;0
Apical-723003617;13993;0,295912;443,21;716,79;63,44;0,13;1,08;0,61;0,94;1,54;0,48;0;0,7;0,7;0,7;0,07;30,38;1;0
Apical-723003618;13991;0,495936;443,35;717,36;63,14;0,29;2,29;1,49;0,78;1,54;0,48;0,51;0,56;0,58;0,53;0,23;105,08;0,9;0
Apical-723003619;13987;0,811571;443,01;717,31;61,52;0,25;2,33;1,67;0,56;1,21;0,4;1,08;0,44;0,48;0,4;0,19;-170,92;0,96;0
Apical-723003620;13986;0,715716;444,39;717,57;62,16;0,23;2,27;1,66;0,58;1,16;0,4;0,94;0,42;0,47;0,4;0,18;-23,6;0,96;0
Apical-723003621;13979;0,86348;445,43;719,3;60,93;0,38;3,07;1,95;0,67;1,49;0,4;1,22;0,51;0,63;0,4;0,32;31,94;0,92;0
Apical-723003622;13975;0,84954;445,49;718,59;59,11;0,44;3,55;2,27;0,77;1,85;0,4;1,13;0,44;0,51;0,4;0,27;-89,21;0,84;0
Apical-723003623;13974;0,744618;444,74;720,1;59,05;0,39;2,96;1,54;0,71;1,86;0,4;0,5;0,43;0,46;0,4;0,08;127,94;0,99;0
Apical-723003624;13971;0,957053;445,48;719,01;57,78;0,55;3,88;2;0,69;1,82;0,4;0,58;0,41;0,42;0,4;0,08;-79,46;0,94;0
Apical-723003625;13967;0,748787;445,26;721,05;57,11;0,2;1,94;1,43;0,63;1,59;0,4;0,78;0,42;0,46;0,4;0,14;116,5;0,98;0
Apical-723003626;13964;0,820224;444,87;720,91;55,63;0,36;2,88;1,73;0,64;1,52;0,4;0,76;0,45;0,53;0,4;0,2;-172,28;0,97;0
Apical-723003627;13959;0,605788;445,8;721,47;54,3;0,19;1,85;1,31;0,65;1,4;0,42;0,7;0,43;0,46;0,42;0,14;-124,25;1;0
Apical-723003628;13955;0,460484;446,7;722,3;53,88;0,1;1,1;0,9;0,72;1,68;0,4;0,29;0,41;0,42;0,4;0,07;-37,34;0,96;0
Apical-723003629;13952;0,19545;446,42;723,24;53,28;0,11;1,18;1;0,82;1,41;0,4;0;0;0;0;0,08;112,38;0,96;0
Apical-723003630;13945;1,25636;447,95;723,66;51,49;0,45;3,74;2,36;0,6;1,74;0,4;1,25;0,44;0,53;0,4;0,29;-40,48;0,98;0
Apical-723003631;13945;0,638743;446,53;724,85;51,77;0,52;4,7;3,45;0,72;1,81;0,4;1,32;0,43;0,46;0,4;0,46;153,29;0,89;0
Apical-723003632;13942;0,926463;447,11;725,61;51,26;0,58;4,11;2,28;0,83;1,79;0,48;1,25;0,62;0,77;0,51;0,52;97,74;0,94;0
Apical-723003633;13941;0,917045;446,47;725,03;50,18;0,26;2,5;1,82;0,61;1,68;0,4;1,12;0,43;0,48;0,4;0,21;164,99;0,96;0
Apical-723003634;13935;0,847135;448,77;725,68;49,21;0,17;1,74;1,3;0,63;1,76;0,4;0,51;0,4;0,4;0,4;0,11;-13,37;0,98;0
Apical-723003635;13932;0,651083;448,6;725,87;48,25;0,22;2,06;1,46;0,74;1,85;0,42;0,45;0,44;0,46;0,42;0,16;-23,62;0,99;0
Apical-723003636;13921;0,668458;448,54;728,72;45,75;0,14;1,43;1,11;0,68;1,88;0,4;0,48;0,42;0,44;0,4;0,11;139,18;0,99;0
Apical-723003637;13918;0,548228;449,78;728,66;45,41;0,14;1,33;0,91;0,79;1,79;0,44;0,33;0,45;0,46;0,44;0,08;29,77;0,98;0
Apical-723003638;13914;0,701371;449,42;728,93;43,57;0,25;2,15;1,29;0,7;1,99;0,4;0,26;0,41;0,42;0,4;0,09;162,06;0,97;0
Apical-723003639;13912;1,35005;450,52;727,61;43,06;0,35;3,15;2,18;0,66;2,1;0,4;1,52;0,46;0,58;0,4;0,29;-77,1;0,99;0
Apical-723003640;13912;0,670834;449,91;728,36;43,16;0,13;1,28;0,95;0,73;2,1;0,4;0,26;0,41;0,42;0,4;0,07;-123,73;0,98;0
Apical-723003641;13913;0,519783;450,56;728,55;43,78;0,09;0,91;0,78;0,77;2,1;0,4;0;0,44;0,44;0,44;0,05;-40,21;0,93;0
Apical-723003642;13911;0,757539;449,66;729,05;42,88;0,18;1,79;1,33;0,73;2,08;0,4;0,81;0,41;0,42;0,4;0,12;171,59;0,97;0
Apical-723003643;13909;0,978892;451,56;729,39;42,62;0,21;2,07;1,55;0,69;2,01;0,4;1,05;0,44;0,47;0,4;0,18;4,47;0,96;0
Apical-723003644;13907;1,41677;451,7;728,44;41,64;0,95;6,28;3,42;0,65;1,93;0,4;1,98;0,47;0,68;0,4;0,48;-37,91;0,79;0
Apical-723003645;13907;0,506108;450,36;729,8;41,82;0,08;0,91;0,73;0,68;1,93;0,4;0,23;0,4;0,4;0,4;0,05;138;0,99;0
Apical-723003646;13904;1,61682;451,64;728,43;40,41;0,94;6,24;3,42;0,64;1,44;0,4;2,81;0,58;0,96;0,4;0,88;-62,55;0,91;0
Apical-723003647;13904;1,28464;451,52;728,73;40,5;0,85;5,63;2,91;0,64;1,44;0,4;1,81;0,47;0,7;0,4;0,38;-66,61;0,92;0
Apical-723003648;13901;0,219308;450,78;730,25;39,86;0,04;0,53;0,42;0,76;1,49;0,4;0;0;0;0;0,01;-175,8;1;0
Apical-723003649;13899;0,799899;450,29;730,51;39,01;0,69;4,08;1,72;0,79;1,65;0,42;0,55;0,54;0,7;0,42;0,22;-175,24;0,99;0
Apical-723003650;13898;1,39011;452,44;730,59;38,8;0,91;5,61;2,68;0,71;1,72;0,4;1,46;0,48;0,77;0,4;0,45;-19,8;0,98;0
Apical-723003651;13892;0,443825;451,62;731,51;37,14;0,08;0,9;0,71;0,67;1,44;0,4;0,25;0,41;0,42;0,4;0,05;-25,88;0,99;0
Apical-723003652;13890;0,729443;450,93;732,52;36,68;0,21;2,02;1,49;0,62;1,52;0,4;0,8;0,42;0,46;0,4;0,15;125,5;0,96;0
Apical-723003653;13891;1,19474;450,21;731,55;36,2;0,43;3,67;2,42;0,61;1,7;0,4;1,37;0,43;0,48;0,4;0,26;-163,11;0,93;0
Apical-723003654;13889;0,380361;451,38;732,48;35,98;0,14;1,47;1,17;0,84;1,77;0,4;0;0,42;0,42;0,42;0,11;91,64;0,97;0
Apical-723003655;13886;1,07499;451,03;731,79;34,39;0,38;3,35;2,22;0,6;1,54;0,4;1,09;0,42;0,46;0,4;0,22;-147,91;0,96;0
Apical-723003656;13885;0,263618;452,13;732,38;34,76;0,05;0,56;0,39;0,81;1,54;0,48;0;0;0;0;0;0;0,98;0
Apical-723003657;13883;0,37723;452,07;732,78;34,11;0,14;1,49;1,2;0,66;1,39;0,4;0,33;0,41;0,42;0,4;0,11;83,96;0,98;0
Apical-723003658;13884;0,943659;451,54;733,16;34,05;0,7;4,8;2,39;0,69;1,28;0,4;1,18;0,47;0,58;0,4;0,24;131,7;0,91;0
Apical-723003659;13881;0,99982;453,5;732,3;33,84;0,48;3,67;2,22;0,63;1,45;0,4;1,09;0,47;0,63;0,4;0,31;-6,31;0,95;0
Apical-723003660;13878;0,666423;453,53;732,46;32,73;0,16;1,65;1,24;0,6;1,49;0,4;0,49;0,41;0,42;0,4;0,1;17,58;0,98;0
Apical-723003661;13877;1,02278;452,73;731,41;32,16;0,36;2,98;1,89;0,66;1,54;0,4;1,06;0,48;0,63;0,4;0,3;-112,07;0,97;0
Apical-723003662;13877;0,388521;452,92;732,66;31,9;0,11;1,14;0,84;0,67;1,49;0,42;0,26;0,42;0,42;0,42;0,06;127,34;0,96;0
Apical-723003663;13873;0,307656;453,88;732,21;31,07;0,09;1;0,8;0,9;1,59;0,4;0;0;0;0;0,06;-43,1;0,99;0
Apical-723003664;13869;0,448785;454,53;732,23;29,68;0,07;0,8;0,65;0,67;1,64;0,4;0;0,4;0,4;0,4;0,04;-10,33;0,99;0
Apical-723003665;13865;0,715986;454,42;731,67;27,95;0,18;1,85;1,45;0,68;1,68;0,4;0,78;0,41;0,42;0,4;0,13;-107;0,91;0
Apical-723003666;13863;0,295425;454,54;732,3;27,37;0,06;0,67;0,53;0,77;1,53;0,4;0;0,42;0,42;0,42;0,03;-142,79;0,98;0
Apical-723003667;13859;0,974694;456,11;732,99;26,38;0,58;4,09;2,04;0,69;1,79;0,4;0,87;0,42;0,46;0,4;0,12;5,99;0,93;0
Apical-723003668;13860;0,962903;454,9;733,78;26,59;0,52;4,18;2,6;0,66;1,74;0,4;1,65;0,48;0,58;0,4;0,36;113,09;0,88;0
Apical-723003669;13858;1,11098;454,28;733,15;25,37;0,67;4,81;2,53;0,63;1,54;0,4;1,28;0,43;0,48;0,4;0,21;167,53;0,97;0
Apical-723003670;13856;0,432693;455,41;732,64;25,06;0,12;1,13;0,77;0,7;1,49;0,44;0,26;0,45;0,46;0,44;0,06;-115,25;1;0
Apical-723003671;13856;0,313682;455,86;733,01;25,24;0,31;2,35;1,41;0,85;1,49;0,4;0;0,67;0,67;0,67;0,28;-3,65;0,99;0
Apical-723003672;13850;0,970226;457,06;733,89;23,27;0,57;4,07;2,08;0,69;1,86;0,4;1,03;0,41;0,47;0,4;0,11;32,9;0,96;0
Apical-723003673;13848;1,03771;456,62;734,38;22,52;0,36;3,18;2,19;0,63;1,78;0,4;1,44;0,46;0,56;0,4;0,3;85,86;0,88;0
Apical-723003674;13848;1,07455;456,89;732,39;22,49;0,33;2,92;1,93;0,63;1,78;0,4;1,03;0,4;0,42;0,4;0,16;-65,36;0,97;0
Apical-723003675;13848;1,26982;456,74;734,61;22,32;0,92;6,18;3,13;0,69;1,6;0,4;2,03;0,52;0,77;0,4;0,46;80,42;0,87;0
Apical-723003676;13847;0,316298;456,53;733,66;21,89;0,22;1,49;0,77;1;1,6;0,48;0;0,84;0,84;0,84;0,16;112,9;0,91;0
Apical-723003677;13844;0,796808;456,51;732,7;21;0,34;2,93;1,89;0,59;1,38;0,4;0,75;0,42;0,46;0,4;0,18;-123,4;0,88;0
Apical-723003678;13843;0,664834;456,72;732,93;20,59;0,27;2,29;1,48;0,64;1,42;0,44;0,86;0,5;0,58;0,44;0,21;-142,74;0,97;0
Apical-723003679;13841;0,622138;457,47;732,92;20,08;0,17;1,68;1,24;0,64;1,42;0,4;0,63;0,41;0,42;0,4;0,11;-95,51;0,97;0
Apical-723003680;13838;0,166143;458,46;733,58;20,1;0,05;0,57;0,38;0,89;1,26;0,48;0;0;0;0;0;-1,67;1;0
Apical-723003681;13834;1,1773;458,72;735,23;19,53;0,39;3,61;2,61;0,6;1,42;0,42;1,9;0,45;0,51;0,42;0,34;102,18;0,97;0
Apical-723003682;13834;1,08792;459,79;733,69;18,85;0,68;4,79;2,57;0,63;1,42;0,4;1,19;0,43;0,51;0,4;0,21;-38,76;0,85;0
Apical-723003683;13835;0,733638;459,45;733,82;19,3;0,25;2,45;1,8;0,59;1,42;0,4;0,78;0,42;0,46;0,4;0,2;-33,06;0,87;0
Apical-723003684;13833;0,618877;458,83;734,87;18,98;0,17;1,66;1,22;0,64;1,42;0,4;0,52;0,41;0,42;0,4;0,11;99,22;0,99;0
Apical-723003685;13832;1,14144;459,8;733,79;18,09;0,57;4,55;2,76;0,57;1,36;0,4;1,5;0,4;0,42;0,4;0,26;-43,36;0,84;0
Apical-723003686;13828;0,474789;458,64;734,93;16,65;0,14;1,4;0,99;0,65;1,43;0,42;0,49;0,43;0,46;0,42;0,09;176,27;0,99;0
Apical-723003687;13825;0,485087;459,6;735,47;15,97;0,12;1,2;0,87;0,78;1,84;0,4;0;0,42;0,42;0,42;0,06;41,08;0,98;0
Apical-723003688;13821;1,42486;458,2;735,4;14,25;0,85;5,73;3,09;0,64;1,72;0,4;1,81;0,45;0,7;0,4;0,38;-170,14;0,96;0
Apical-723003689;13822;0,930665;458,85;734,89;14,53;0,33;2,97;2;0,63;1,72;0,4;1,03;0,4;0,42;0,4;0,17;-138,63;0,95;0
Apical-723003690;13821;0,752153;458,97;736;14,41;0,21;2,1;1,54;0,59;1,72;0,4;1,02;0,42;0,46;0,4;0,16;137,74;0,98;0
Apical-723003691;13822;0,533591;459,02;735,58;14,62;0,11;1,16;0,95;0,69;1,72;0,4;0,29;0,4;0,4;0,4;0,07;173,77;0,98;0
Apical-723003692;13814;0,288709;459,96;736,9;13,11;0,24;2,3;2,11;0,7;1,48;0,42;0;0,42;0,42;0,42;0,19;173,57;0,81;0
Apical-723003693;13813;0,85016;461,08;736,95;13,21;0,29;2,5;1,55;0,65;1,62;0,4;0,55;0,41;0,42;0,4;0,12;-9,47;0,98;0
Apical-723003694;13811;0,193313;460,25;737,47;12,32;0,06;0,69;0,55;0,82;1,71;0,4;0;0,42;0,42;0,42;0,03;-172,7;0,96;0
Apical-723003695;13807;0,814315;461,36;737,54;11,27;0,19;1,96;1,49;0,65;1,87;0,4;0,84;0,41;0,42;0,4;0,14;-15,93;0,93;0
Apical-723003696;13810;0,597945;461,02;737,77;12,07;0,21;1,92;1,34;0,72;1,87;0,44;0,79;0,46;0,48;0,44;0,15;7,22;0,9;0
Apical-723003697;13807;0,859075;459,95;737,58;10,54;0,23;2,23;1,62;0,66;1,87;0,4;1,01;0,43;0,48;0,4;0,18;-168,78;0,96;0
Apical-723003698;13808;1,27524;460,23;738,96;11,57;0,89;7,82;5,38;0,62;1,87;0,4;3,78;0,44;0,53;0,4;0,73;139,65;0,53;0
Apical-723003699;13805;0,720002;461,11;738,59;10,62;0,3;2,59;1,63;0,66;1,69;0,4;0,54;0,41;0,42;0,4;0,13;67,46;0,93;0
Apical-723003700;13157;1,15028;461,67;737,63;7,26;0,36;3,23;2,15;0,62;1,81;0,4;1,14;0,4;0,4;0,4;0,19;-113,73;0,94;0
Apical-723003701;13158;1,24358;461,98;737,32;7,56;0,59;4,47;2,62;0,68;1,81;0,42;1,46;0,49;0,63;0,42;0,42;-80,68;0,9;0
Apical-723003702;13158;0,518657;461,8;738,93;8,26;0,27;2,42;1,66;0,88;1,81;0,46;0;0,46;0,46;0,46;0,21;105,41;0,98;0
Apical-723003703;13155;1,27422;462,8;738,05;6,94;0,44;3,96;2,73;0,6;1,64;0,4;1,82;0,41;0,46;0,4;0,28;-39;0,91;0
Apical-723003704;13154;0,817241;461,52;738,77;6,75;0,34;2,87;1,75;0,72;1,69;0,4;0,84;0,46;0,58;0,4;0,17;-147,19;0,89;0
Apical-723003705;13153;0,817841;461,64;739,88;7,28;0,2;2,03;1,56;0,66;1,81;0,4;0,81;0,41;0,42;0,4;0,14;145,24;0,97;0
Apical-723003706;13153;0,753879;462,58;739,71;7,51;0,23;2,2;1,64;0,71;1,81;0,4;0,89;0,43;0,46;0,4;0,17;23,5;0,95;0
Apical-723003707;13153;0,83598;461,59;739,96;6,97;0,19;1,86;1,38;0,64;1,81;0,4;0,76;0,44;0,46;0,42;0,16;150,62;0,99;0
Apical-723003708;13150;1,38936;461,65;740,93;6,24;0,81;5,32;2,7;0,68;1,86;0,4;1,26;0,43;0,58;0,4;0,34;128,58;0,97;0
Apical-723003709;13151;1,36763;461,25;740,47;6,34;0,67;5,15;2,96;0,62;1,86;0,4;1,67;0,4;0,4;0,4;0,2;157,14;0,88;0
Apical-723003710;13149;0,969231;462,87;740,85;6,15;0,46;3,65;2,36;0,65;1,82;0,4;1,29;0,47;0,63;0,4;0,29;82,94;0,9;0
Apical-723003711;13149;1,05872;463,15;740,87;6,08;0,61;4,59;2,69;0,66;1,86;0,4;1,3;0,41;0,47;0,4;0,3;57,44;0,88;0
Apical-723003712;13147;0,904772;463;740,95;5,26;0,41;3,38;2,14;0,69;2,13;0,4;1,09;0,41;0,47;0,4;0,24;101,6;0,89;0
Apical-723003713;13144;0,438814;463,57;739,63;4,42;0,05;0,61;0,5;0,85;2,18;0,4;0;0,4;0,4;0,4;0,02;-65,83;0,98;0
Apical-723003714;13143;1,1608;462,64;739,46;3,58;0,45;3,64;2,22;0,69;2,2;0,4;1,26;0,47;0,63;0,4;0,29;-141,07;0,84;0
